font_size_ratio,is_bold,word_count,is_all_caps,is_title_case,x_position_norm,y_position_norm,block_width_norm,block_height,space_above,"pdf_file=VALUE(MID(A1,5,LEN(A1)-4))",page_num,text_preview,label
0.999999908,0,14,0,0,0.119046489,0.633351255,0.629241332,15.5345459,30.34118652,file06.pdf,1,"Similar to Horizon EDA, all tools and actions are available from the spacebar me",Body_Text
0.999999908,0,10,0,0,0.119046489,0.658672844,0.427618878,15.5345459,21.31799316,file06.pdf,1,Use the “set workplane” tool to set a group’s workplane.,Body_Text
0.999999908,0,5,0,0,0.118552606,0.683993273,0.265964374,15.5345459,21.3170166,file06.pdf,1,Also check out the documentation.,Body_Text
1.09589238,1,2,0,0,0.119046489,0.727915618,0.193743805,17.02423096,36.9777832,file06.pdf,1,Anticipated questions,H1
0.999999908,1,6,0,0,0.119046489,0.763954989,0.23070602,15.5345459,30.34118652,file06.pdf,1,Where do I find sample files?,Body_Text
0.999999908,0,4,0,0,0.119046489,0.798723184,0.210803385,15.5345459,29.27099609,file06.pdf,1,See the samples repository.,Body_Text
0.753426011,0,51,0,0,0.12828248,0.822325923,0.755013217,34.8805542,19.87091064,file06.pdf,1,1I ended up directly using solvespace’s solver instead of the suggested wrapper ,Body_Text
0.999999908,0,1,0,0,0.871838482,0.902373331,0.009108006,15.5345459,67.39111328,file06.pdf,1,2,Body_Text
0.999999908,1,5,0,0,0.119046489,0.128180731,0.197499264,15.53456116,-651.7850189,file06.pdf,2,Does it run on Windows?,Body_Text
0.999999908,0,10,0,0,0.119046489,0.164040525,0.420911348,15.53456116,30.19000244,file06.pdf,2,See the build instructions for how to build on Windows.,Body_Text
0.999999908,1,5,0,0,0.119046489,0.210919583,0.18115251,15.53456116,39.4670105,file06.pdf,2,Does it run on macOS?,Body_Text
0.999999908,0,10,0,0,0.119046489,0.246778181,0.405810715,15.53456116,30.18899536,file06.pdf,2,See the build instructions for how to build on macOS.,Body_Text
0.999999908,1,7,0,0,0.119046489,0.293658398,0.307840107,15.53456116,39.46798706,file06.pdf,2,Why not integrate it into Horizon EDA?,Body_Text
0.999999908,0,29,0,0,0.118552606,0.329517014,0.762398291,31.79354858,30.18901062,file06.pdf,2,There’s no place in Horizon EDA where a 3D CAD would make sense to implement. Al,Body_Text
0.999999908,1,6,0,0,0.119046489,0.395709734,0.334009616,15.53457642,55.72698975,file06.pdf,2,Why not improve Solvespace or FreeCAD?,Body_Text
0.999999908,0,39,0,0,0.119046489,0.431568331,0.761885132,48.05258179,30.18899536,file06.pdf,2,Making FreeCAD parametric in 3D or putting Open CASCADE into Solvespace seemed t,Body_Text
0.999999908,0,1,0,0,0.871838482,0.902373331,0.009108006,15.5345459,396.3660278,file06.pdf,2,3,Body_Text
1.602409475,0,4,0,0,0.155948689,0.09101517,0.233991311,45.03909302,72.08401489,file03.pdf,0,Ontario’s Libraries Working Together,Body_Text
3.216867227,0,25,0,0,0.147098529,0.197621143,0.66565723,45.40071106,84.43193054,file03.pdf,0,RFP: RRFP: RRFP: RRFP: Request fquest fquest fquest for Prr Prr Prr Proposalopos,Body_Text
2.409638303,0,14,0,0,0.215360454,0.313636356,0.572321773,81.98400879,91.88404846,file03.pdf,0,To Present a Proposal for Developing the Business Plan for the Ontario Digital L,Body_Text
2.012048075,0,3,0,1,0.389282027,0.432403796,0.230643229,22.36465454,94.06381226,file03.pdf,0,"March 21, 2003",Body_Text
0.9999999,0,40,0,0,0.149779525,0.876596085,0.734749738,41.72241211,351.800293,file03.pdf,0,"The Ontario Digital Library will make Ontario a better place to study, work and ",Body_Text
2.012048075,0,3,0,0,0.147125169,0.111863656,0.375825146,28.23635864,-605.6680832,file03.pdf,1,Ontario’s Digital Library,H1
1.602409475,0,11,0,0,0.147125169,0.15191425,0.645255968,36.1653595,31.72006989,file03.pdf,1,A Critical Component for Implementing Ontario’s Road Map to Prosperity Strategy,H1
1.204819152,0,1,0,1,0.156929091,0.247121194,0.102451,16.9079895,75.40390015,file03.pdf,1,Summary,H2
1.108433616,1,70,0,0,0.156929091,0.288596972,0.701411104,62.95005798,32.84881592,file03.pdf,1,The purpose of this Request for Proposal (RFP) is to invite firms and/or consult,Body_Text
1.108433616,0,86,0,0,0.215754914,0.383733306,0.642349717,126.0547791,75.34797668,file03.pdf,1,"how the ODL will be implemented, including the timeline the financial plan for t",Body_Text
1.108433616,0,19,0,0,0.156929041,0.559313919,0.701259663,24.91729736,139.059845,file03.pdf,1,This business plan must be completed and approved by the ODL Steering Committee ,Body_Text
1.108433616,0,1,0,1,0.156929103,0.60642909,0.074305354,12.32064819,37.31521606,file03.pdf,1,Timeline:,H3
1.049913829,1,31,0,0,0.156929103,0.637486005,0.701293808,25.08056641,24.59707642,file03.pdf,1,Those firms/consultants intended to submit a proposal to this RFP must indicate ,Body_Text
1.084337234,1,40,0,0,0.15692752,0.684653928,0.696472916,50.24017334,37.35699463,file03.pdf,1,"Proposals may be e-mailed, mailed, couriered or faxed to: Larry Moore (lmoore@ac",Body_Text
1.108433616,1,47,0,0,0.15692752,0.763742389,0.701337677,50.23205566,62.63806152,file03.pdf,1,Those proposals that are short-listed will be invited to discuss their proposal ,Body_Text
1.108433616,1,23,0,0,0.156927545,0.842667242,0.701415243,25.03875732,62.50848389,file03.pdf,1,"Contracts with the firm/consultant will be signed the week of May 5, 2003 with t",Body_Text
0.831325212,1,12,0,0,0.147125169,0.922954367,0.71014711,12.68103027,63.58740234,file03.pdf,1,RFP: To Develop the Ontario Digital Library Business Plan March 2003 2,Body_Text
1.108433616,0,25,0,0,0.156929091,0.091172748,0.701405718,24.91725159,-658.7710419,file03.pdf,2,Please note that we reserve the right not to select any of the submitted proposa,Body_Text
1.079173722,1,81,0,0,0.156893013,0.138287881,0.701184092,75.56349182,37.31518555,file03.pdf,2,"If you require further information or have any questions, please contact Michael",Body_Text
1.204819152,0,1,0,1,0.156929091,0.260303016,0.127523559,16.9079895,96.63598633,file03.pdf,2,Background,H2
1.108433616,0,50,0,0,0.147125169,0.301930302,0.711093554,50.23194885,32.96881104,file03.pdf,2,"First, some background on the ODL. For the last two years the Ontario Library As",Body_Text
1.108433616,0,82,0,0,0.147125169,0.380855059,0.711190093,75.54675293,62.50840759,file03.pdf,2,Libraries that serve very different clientele recognize that by working together,Body_Text
1.108433616,0,94,0,0,0.147125169,0.491896311,0.711252026,88.1434021,87.94467163,file03.pdf,2,We are moving into a period of convergence. With convergence we no longer have t,Body_Text
1.108433616,0,100,0,0,0.147125169,0.618689065,0.708531772,88.26486206,100.4198608,file03.pdf,2,"The concept of an ODL is a key element in The Roadmap to Prosperity, a strategic",Body_Text
1.108433616,0,33,0,0,0.147125194,0.746555136,0.666489894,37.63537598,101.269928,file03.pdf,2,Libraries have long been a key delivery point for public services. The ODL will ,Body_Text
1.108433616,0,29,0,0,0.147125194,0.810341729,0.70620942,25.03881836,50.51898193,file03.pdf,2,"Libraries have a long tradition of using a practical, consultative approach to s",Body_Text
1.108433616,0,41,0,0,0.147125194,0.858376936,0.702815286,37.51397705,38.04388428,file03.pdf,2,Jurisdiction-wide digital libraries are very practical and very real. The ODL we,Body_Text
0.831325212,1,12,0,0,0.147125169,0.922954367,0.71014711,12.68103027,51.14532471,file03.pdf,2,RFP: To Develop the Ontario Digital Library Business Plan March 2003 3,Body_Text
1.108433616,0,149,0,0,0.147112317,0.091061236,0.704625809,151.369278,-658.8593597,file03.pdf,3,was incorporated in 1997 as a province-wide library consortium. TAL works collab,Body_Text
1.108433616,0,79,0,0,0.147112317,0.298604657,0.711096433,75.54670715,164.3743896,file03.pdf,3,The ODL will be a partnership-based organization providing seamless electronic i,Body_Text
1.108433616,0,10,0,0,0.147112317,0.409645851,0.42137237,12.32064819,87.94462585,file03.pdf,3,The principles which will define and guide the ODL are:,Body_Text
1.108433616,1,5,0,0,0.147112317,0.440702804,0.285429076,12.32064819,24.59710693,file03.pdf,3,Equitable access for all Ontarians:,H3
1.108433616,0,14,0,0,0.17651624,0.471913116,0.681487364,24.91729736,24.71856689,file03.pdf,3,"We will bring consistent, high-quality electronic resources and services to 10 m",Body_Text
1.108433616,0,17,0,0,0.17651624,0.518874929,0.681274339,25.03872681,37.1937561,file03.pdf,3,We will eliminate barriers to the access to information and create more consiste,Body_Text
1.108433616,1,4,0,0,0.147112317,0.565990063,0.364482219,12.32064819,37.31518555,file03.pdf,3,Shared decision-making and accountability:,H3
1.108433616,0,14,0,0,0.17651624,0.597200374,0.681671467,24.91729736,24.71856689,file03.pdf,3,We will facilitate consensus among members regarding ODL’s portfolio of electron,Body_Text
1.108433616,0,20,0,0,0.17651624,0.644162188,0.681676154,25.03875732,37.1937561,file03.pdf,3,We will balance the interests and realities of small and large as well as rich a,Body_Text
1.108433616,1,3,0,0,0.147112317,0.691277321,0.249419306,12.32067871,37.31518555,file03.pdf,3,Shared governance structure:,H3
1.108433616,0,12,0,0,0.17651624,0.722487633,0.534451578,12.32067871,24.71856689,file03.pdf,3,We will share decision-making in order to enable the people we serve.,Body_Text
1.108433616,0,12,0,0,0.17651624,0.753544663,0.533759248,12.32067871,24.59716797,file03.pdf,3,We will work based on an underlying assumption of trust and synergy.,Body_Text
1.108433616,1,2,0,0,0.147112317,0.784601616,0.136821984,12.32067871,24.59710693,file03.pdf,3,Shared funding:,H3
1.108433616,1,22,0,0,0.17651624,0.815811928,0.681752847,24.91729736,24.71856689,file03.pdf,3,"We will leverage provincial, institutional, and local dollars to realize economi",Body_Text
1.108433616,0,28,0,0,0.176516265,0.862927061,0.681741552,24.91729736,37.31518555,file03.pdf,3,We will be willing to pool talents and dollars in order to provide common servic,Body_Text
0.831325212,1,12,0,0,0.147125169,0.922954367,0.71014711,12.68103027,47.54162598,file03.pdf,3,RFP: To Develop the Ontario Digital Library Business Plan March 2003 4,Body_Text
1.108433616,1,4,0,0,0.147058337,0.09104721,0.1788498,12.32069397,-658.8704681,file03.pdf,4,Local points of entry:,H3
1.108433616,0,30,0,0,0.186275594,0.123024237,0.63341309,37.6353302,25.32580566,file03.pdf,4,"We will provide the licenses, infrastructure, services and support that enable l",Body_Text
1.108433616,0,6,0,0,0.147058337,0.186810908,0.325654659,12.32063293,50.51904297,file03.pdf,4,Services envisioned for the ODL’s include:,Body_Text
1.108433616,1,1,0,1,0.147058337,0.218787858,0.073917501,12.32063293,25.32574463,file03.pdf,4,Access:,H3
1.108433616,0,24,0,0,0.176462261,0.234846038,0.533338459,50.23207092,12.71807861,file03.pdf,4,"to the “deep” web (i.e. Commercial, purchased electronic services) to credible w",Body_Text
1.108433616,1,3,0,0,0.147058337,0.314690966,0.193970263,12.32063293,63.23718262,file03.pdf,4,Guidance and Advice:,H3
1.108433616,1,23,0,0,0.147058337,0.330595768,0.590986252,50.23202515,12.59660339,file03.pdf,4,"to support e-learning to support citizens, in real-time, as they try to use elec",Body_Text
1.108433616,0,7,0,0,0.176462261,0.394521848,0.173041051,24.91729736,50.62945557,file03.pdf,4,for library workers for the general public,Body_Text
1.108433616,1,4,0,1,0.147058337,0.442403658,0.306583716,12.32064819,37.9223938,file03.pdf,4,Provincial Purchasing & Licensing:,H3
1.108433616,0,11,0,0,0.176462261,0.458308519,0.518311644,12.32064819,12.59664917,file03.pdf,4,of electronic content on a consortia basis for all member libraries,Body_Text
1.108433616,1,2,0,1,0.147058337,0.490285469,0.205686794,12.32064819,25.32574463,file03.pdf,4,Technological Support:,H3
1.108433616,0,29,0,0,0.176462261,0.506343649,0.673371907,37.51394653,12.71807861,file03.pdf,4,of common standards for the preservation and archiving local digital content of ,Body_Text
1.108433616,0,6,0,0,0.14705835,0.588613915,0.294490216,15.5553894,65.15805054,file03.pdf,4,What could the ODL really mean?,H3
1.108433616,1,7,0,0,0.147058325,0.623448497,0.320782281,12.32064819,27.58898926,file03.pdf,4,For each Ontario citizen it could mean:,H3
1.108433616,0,72,0,0,0.264710071,0.639659997,0.593266207,113.4581299,12.83950806,file03.pdf,4,One local point of entry to access seamless electronic library services and reso,Body_Text
1.108433616,1,7,0,0,0.147058337,0.798262471,0.329621595,12.32067871,125.6131592,file03.pdf,4,For each Ontario student it could mean:,H3
1.108433616,0,28,0,0,0.264710096,0.814473932,0.564030691,50.23205566,12.83947754,file03.pdf,4,"One local point of entry to quality, curriculum- based electronic information re",Body_Text
0.831325212,1,12,0,0,0.147125169,0.922954367,0.71014711,12.68103027,85.91650391,file03.pdf,4,RFP: To Develop the Ontario Digital Library Business Plan March 2003 5,Body_Text
1.108433616,0,22,0,0,0.26477158,0.091172748,0.562704174,24.91725159,-658.7710419,file03.pdf,5,"Confidence that the services and resources people are using are credible, availa",Body_Text
1.108433616,1,7,0,0,0.147119821,0.138901238,0.319754096,12.32063293,37.80096436,file03.pdf,5,For each Ontario library it could mean:,H3
1.108433616,0,57,0,0,0.26477158,0.155112777,0.591789121,88.14332581,12.83953857,file03.pdf,5,One point of entry for themselves and their clientele to quality electronic reso,Body_Text
1.108433616,1,7,0,0,0.147119796,0.282672169,0.352675806,12.32063293,101.0270386,file03.pdf,5,For the Ontario government it could mean:,H3
1.108433616,0,82,0,0,0.26477158,0.298730349,0.586730982,113.5795135,12.71807861,file03.pdf,5,"A point of entry to information services and resources for all Ontario citizens,",Body_Text
1.108433616,0,40,0,0,0.147119821,0.458406044,0.711367676,37.63537598,126.46315,file03.pdf,5,ODL will be an incorporated non-profit organization governed by a Board of Direc,Body_Text
1.108433616,0,19,0,0,0.147137848,0.521579396,0.710940255,24.91729736,50.03329468,file03.pdf,5,"More information regarding the envisioned phasing, funding and resources require",Body_Text
1.204819152,0,6,0,0,0.156929091,0.579696964,0.356284422,16.90802002,46.02911377,file03.pdf,5,The Business Plan to be Developed,H2
1.108433616,0,60,0,0,0.147125169,0.635869575,0.704504948,62.82867432,44.4887085,file03.pdf,5,The business plan which needs to be developed for the ODL must be a formal busin,Body_Text
1.108433616,0,6,0,0,0.147125169,0.730099919,0.337217817,12.32067871,74.63043213,file03.pdf,5,"Specifically, the business plan must include:",Body_Text
1.108433616,0,78,0,0,0.213401321,0.762076869,0.644711089,113.4580688,25.32574463,file03.pdf,5,"how the ODL will be implemented, including the timeline the financial plan for t",Body_Text
0.831325212,1,12,0,0,0.147125169,0.922954367,0.71014711,12.68103027,127.414978,file03.pdf,5,RFP: To Develop the Ontario Digital Library Business Plan March 2003 6,Body_Text
1.108433616,0,16,0,0,0.215753094,0.091172748,0.440921459,24.91725159,-658.7710419,file03.pdf,6,the marketing and communications plan for the ODL the commitment of all stakehol,Body_Text
1.108433616,0,35,0,0,0.147131926,0.13905452,0.695599226,37.6353302,37.92236328,file03.pdf,6,The process of developing this business plan must be extremely consultative to e,Body_Text
1.108433616,0,74,0,0,0.147131926,0.202994472,0.699536891,75.54664612,50.64044189,file03.pdf,6,"The business plan for the ODL must address significant issues. There are, for ex",Body_Text
1.204819152,0,1,0,1,0.156929091,0.3410606,0.115135293,16.90802002,109.3483734,file03.pdf,6,Milestones,H3
1.108433616,0,10,0,0,0.176536934,0.382536339,0.430475547,12.32064819,32.8487854,file03.pdf,6,1) A preliminary report will be issued during June 2003.,Body_Text
1.108433616,0,35,0,0,0.176536934,0.413593292,0.681726069,37.63537598,24.59710693,file03.pdf,6,"2) It is expected that an Interim Report, suitable for distribution to the broad",Body_Text
1.108433616,0,20,0,0,0.176536934,0.476766644,0.681788201,24.91729736,50.03329468,file03.pdf,6,3) The business plan must be completed and approved by the ODL Steering Committe,Body_Text
1.204819152,0,5,0,0,0.162615358,0.534848454,0.470007753,16.90802002,46.00079346,file03.pdf,6,Approach and Specific Proposal Requirements,H2
1.108433616,0,58,0,0,0.147125144,0.576475741,0.711011899,62.82867432,32.96881104,file03.pdf,6,The firm/consultant (or proposed team of consultants) will be expected to work c,Body_Text
1.108433616,0,7,0,0,0.147125144,0.671458851,0.411649218,12.32067871,75.22662354,file03.pdf,6,The proposal should include the following information:,Body_Text
1.108433616,0,85,0,0,0.176529068,0.702515804,0.675864089,126.1761475,24.59710693,file03.pdf,6,a) name of the firm/consultant b) names of those individuals who will be engaged,Body_Text
0.831325212,1,12,0,0,0.147125169,0.922954367,0.71014711,12.68103027,174.5873413,file03.pdf,6,RFP: To Develop the Ontario Digital Library Business Plan March 2003 7,Body_Text
1.204819152,0,5,0,0,0.156929091,0.102272747,0.374086293,16.90799713,-649.9798431,file03.pdf,7,Evaluation and Awarding of Contract,H2
1.108433616,0,49,0,0,0.147125169,0.155112161,0.708860086,37.6353302,41.84881592,file03.pdf,7,The contract will be awarded to the bidder whose submission offers the best valu,Body_Text
1.108433616,0,11,0,0,0.147125169,0.218132115,0.601200453,12.32063293,49.9118042,file03.pdf,7,"Specifically, proposals will be evaluated proposals according to the following c",Body_Text
1.108433616,0,32,0,0,0.205951042,0.265400607,0.637243757,63.43580627,37.43664551,file03.pdf,7,Quality of the proposal /approach outlined for undertaking the business planning,Body_Text
1.108433616,0,14,0,0,0.147125169,0.361902988,0.584840588,25.03872681,76.42988586,file03.pdf,7,Questions regarding this RFP should be directed by e-mail only to Michael Ridley,Body_Text
1.108433616,0,19,0,0,0.147125169,0.409924209,0.709379283,24.91729736,38.0328064,file03.pdf,7,Bidders are asked not to contact any other member of the ODL Catalyst Team or th,Body_Text
0.831325212,1,12,0,0,0.147125169,0.922954367,0.71014711,12.68103027,406.3198853,file03.pdf,7,RFP: To Develop the Ontario Digital Library Business Plan March 2003 8,Body_Text
1.204819152,0,7,0,0,0.147125169,0.135757543,0.479613884,16.90799713,-623.4598846,file03.pdf,8,Appendix A:  ODL Envisioned Phases & Funding,H2
0.9999999,1,4,0,1,0.147124995,0.176497334,0.211363524,11.11535645,32.26591492,file03.pdf,8,Phase I:  Business Planning,H3
0.9999999,1,18,0,0,0.147124995,0.205585056,0.703766118,22.63916016,23.03747559,file03.pdf,8,"Timeline: March 2003 – September 2003 Funding Requested: ~$100,000 jointly funde",Body_Text
0.9999999,1,5,0,0,0.147125007,0.249072065,0.223139757,11.11535645,34.44171143,file03.pdf,8,Result: The ODL business plan,Body_Text
0.9999999,0,51,0,0,0.147124995,0.278310679,0.696322422,34.1628418,23.15698242,file03.pdf,8,The first phase will be to build the ODL business plan. This plan will clearly d,Body_Text
0.9999999,0,55,0,0,0.147124995,0.336347869,0.707737293,45.68649292,45.9654541,file03.pdf,8,"Given the number and diversity of stakeholders involved, the business planning p",Body_Text
0.9999999,1,5,0,0,0.147124995,0.423334372,0.307970633,11.11535645,68.89331055,file03.pdf,8,Phase II: Implementing and Transitioning,H3
0.9999999,1,42,0,0,0.147124995,0.452422094,0.692634483,45.56695557,23.03747559,file03.pdf,8,Timeline: April 2004 – December 2006 Funding Requested: Funding from other state,Body_Text
0.9999999,1,7,0,0,0.147124995,0.525009309,0.328782524,11.11535645,57.48907471,file03.pdf,8,Result: The ODL is implemented and validated,Body_Text
0.9999999,0,77,0,0,0.147124995,0.554247962,0.710398007,57.09069824,23.15701294,file03.pdf,8,The second phase will be to implement the ODL based on the business plan. This p,Body_Text
0.9999999,0,122,0,0,0.14712497,0.641385319,0.710470536,91.66186523,69.01278687,file03.pdf,8,The seed money requested will allow libraries to realign their budgets and servi,Body_Text
0.9999999,1,7,0,0,0.147124982,0.771871393,0.314417035,11.11535645,103.3449707,file03.pdf,8,Phase III: Operating and Growing the ODL,H3
0.9999999,1,13,0,0,0.14712497,0.800959115,0.492647134,22.63916016,23.03747559,file03.pdf,8,Timeline: January 2007 -Funding: $50 Million annually ($35 Million requested fro,Body_Text
0.9999999,1,8,0,0,0.147124982,0.844446124,0.363548092,11.11541748,34.44171143,file03.pdf,8,Result: The ODL is fully operational and sustainable,Body_Text
0.9999999,0,33,0,0,0.147141276,0.873684739,0.700422125,22.63909912,23.15698242,file03.pdf,8,In the third phase the ODL moves into the operational stage. Ontarians will expe,Body_Text
0.831325212,1,12,0,0,0.147125169,0.922954367,0.71014711,12.68103027,39.02154541,file03.pdf,8,RFP: To Develop the Ontario Digital Library Business Plan March 2003 9,Body_Text
0.9999999,0,19,0,0,0.147125169,0.091194683,0.705885619,22.63910675,-658.7536697,file03.pdf,9,capabilities. The challenge is to secure resources sufficient to both sustain th,Body_Text
0.9999999,0,69,0,0,0.147125169,0.134681692,0.700090072,57.21033478,34.44171143,file03.pdf,9,The ongoing funding of the ODL will be based on a partnership model involving al,Body_Text
0.9999999,0,83,0,0,0.147125169,0.215003043,0.706071218,68.61450195,63.61450958,file03.pdf,9,"The proposed funding model requires a continuing government investment, but also",Body_Text
0.9999999,0,13,0,0,0.176533207,0.309723748,0.482577866,11.11535645,75.01879883,file03.pdf,9,1. that ODL expenditures will increase by 50% over a 10 year period,Body_Text
0.9999999,0,15,0,0,0.176533207,0.33169363,0.596826354,11.11535645,17.40014648,file03.pdf,9,2. that government funding will decrease from 70% to 45% during that 10 year per,Body_Text
0.9999999,0,18,0,0,0.176533207,0.353814404,0.663400999,22.6390686,17.51965332,file03.pdf,9,"3. that library contributions, endowment and gifts/in-kind funding will increase",Body_Text
0.9999999,1,5,1,0,0.40164222,0.404884531,0.2895531,11.11535645,40.44754028,file03.pdf,9,OVERVIEW OF ODL FUNDING MODEL,Body_Text
1.034136442,1,28,0,0,0.186929079,0.434469705,0.590494555,73.44876099,23.43145752,file03.pdf,9,Funding Source 2007 2017 Government $35M (70%) $33.75M (45%) Libraries $10M (20%,Body_Text
0.9999999,0,41,0,0,0.14713801,0.557415009,0.702476551,34.16278076,97.37268066,file03.pdf,9,While the private sector will be invited to participate in the ODL through the e,Body_Text
0.9999999,1,88,0,0,0.14713801,0.615603013,0.708061268,68.6144104,46.0848999,file03.pdf,9,A $50M budget leverages the consortium buying power of the province’s libraries ,Body_Text
0.9999999,1,74,0,0,0.147138035,0.717139658,0.705088672,57.21020508,80.41702271,file03.pdf,9,It is important to recognize that every new dollar per citizen invested in the O,Body_Text
0.862306277,1,15,0,0,0.147125169,0.922954367,0.709356744,12.92407227,163.005249,file03.pdf,9,RFP: To Develop the Ontario Digital Library Business Plan March 2003 10101010,Body_Text
1.204819152,0,8,0,0,0.156929091,0.116818149,0.623900395,16.90799713,-638.4598846,file03.pdf,10,Appendix B: ODL Steering Committee Terms of Reference,H2
0.9999999,1,2,0,1,0.147125169,0.172709455,0.091553906,11.11535645,44.26591492,file03.pdf,10,1. Preamble,H3
0.9999999,0,51,0,0,0.156531839,0.20194807,0.696013008,45.5670166,23.15698242,file03.pdf,10,Implementation of the Ontario Digital Library (ODL) requires a detailed business,Body_Text
0.9999999,1,4,0,0,0.147125219,0.27438447,0.166489919,11.11535645,57.36962891,file03.pdf,10,2. Terms of Reference,H3
0.9999999,0,30,0,0,0.156531889,0.303472191,0.670098049,34.1628418,23.03747559,file03.pdf,10,"In broad terms, the ODL Business Plan Steering Committee is responsible for deve",Body_Text
0.9999999,0,139,0,0,0.156531889,0.361660273,0.700702293,183.6125183,46.08496094,file03.pdf,10,2.1 developing a detailed business plan for the three-year implementation phase ,Body_Text
0.9999999,1,2,0,1,0.147108938,0.608396549,0.113714854,11.11535645,195.4151306,file03.pdf,10,3. Membership,H3
0.9999999,0,21,0,0,0.156515608,0.63748431,0.681639802,22.63903809,23.0375061,file03.pdf,10,"Each of the four sectors, Schools, Colleges, Universities, and Public Libraries ",Body_Text
0.9999999,0,2,0,1,0.156515608,0.681122134,0.089412141,11.11535645,34.56115723,file03.pdf,10,3.1 Schools:,Body_Text
0.9999999,0,32,0,0,0.156515583,0.695672238,0.684828814,45.5670166,11.52368164,file03.pdf,10,#NAME?,Body_Text
0.9999999,0,14,0,0,0.156515583,0.753571096,0.497788473,22.75860596,45.855896,file03.pdf,10,- Ontario Council of University Libraries (OCUL) (OCUL to name) 3.3 Colleges:,Body_Text
0.9999999,0,18,0,0,0.156499376,0.782671379,0.66798725,22.63903809,23.04742432,file03.pdf,10,"- Bibliocentre, and Heads of Libraries and Learning Resources (UAG and HLLR to n",Body_Text
0.9999999,0,47,0,0,0.205908769,0.811771663,0.645967882,45.56695557,23.04742432,file03.pdf,10,#NAME?,Body_Text
0.862306277,1,15,0,0,0.147125169,0.922954367,0.709356744,12.92407227,88.05670166,file03.pdf,10,RFP: To Develop the Ontario Digital Library Business Plan March 2003 11111111,Body_Text
0.9999999,0,13,0,0,0.156567817,0.09108055,0.646618837,11.11542511,-658.8440628,file03.pdf,11,3.5 Ontario Library Association representative (ex-officio)  (OLA to appoint one,Body_Text
0.9999999,0,40,0,0,0.20599349,0.1057817,0.640623267,34.04328156,11.64331055,file03.pdf,11,#NAME?,Body_Text
0.9999999,0,28,0,0,0.156584073,0.163818822,0.630962721,22.63909912,45.9654007,file03.pdf,11,"3.6 It is anticipated that as planning for the ODL evolves, the Steering Committ",Body_Text
0.9999999,1,5,0,0,0.147177403,0.207305831,0.284855861,11.11535645,34.44171143,file03.pdf,11,4. Appointment Criteria and Process,H3
0.9999999,0,21,0,0,0.156584073,0.237160654,0.700857948,23.11712646,23.64501953,file03.pdf,11,4.1 Groups and organizations named in Section 3 above are responsible for appoin,Body_Text
0.9999999,0,8,0,0,0.156600354,0.282621981,0.503702251,11.11535645,36.00537109,file03.pdf,11,4.2 Desired characteristics for steering committee appointees include:,Body_Text
1.025602306,0,62,0,0,0.176536934,0.311759987,0.649796953,100.8580933,23.07730103,file03.pdf,11,• Strategic thinkers; • Committed to the concept of multi-sector partnerships; •,Body_Text
0.9999999,1,2,0,1,0.147124995,0.454073126,0.072364583,11.11535645,112.7120056,file03.pdf,11,5. Term,H3
